University,Name,Department,Rank,Sex,Title,Pronouns,URL,Face,Smile,prof_text,sentiment,positive,negative,neutral
Cornell,Sachin Gupta,marketing,Full,Male,Henrietta Johnson Louis Professor of Management,"['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/sg248/,1,1,"Sachin Gupta is Henrietta Johnson Louis Professor of Marketing at the SC Johnson Graduate School of Management. Professor Gupta's research focuses on marketing research, healthcare, privacy of marketing data, nonprofits, and marketing analytics.Professor Gupta's published research has received several recognitions. In 2021 his paper published in the Journal of Marketing Research (JMR) received the Paul E. Green Award of the American Marketing Association (AMA). This annual award recognizes the article in JMR that demonstrates the greatest potential to contribute to the theory, methods, and practice of marketing. In 2020 Professor Gupta's paper published in JMR in 2018 received the AMA-EBSCO Annual Award for Responsible Research in Marketing. The award honors outstanding research that produces credible and useful knowledge that can be applied to benefit society. In 2014 his paper in the International Journal of Pharmaceutical and Healthcare Marketing received the Outstanding Paper award. His paper published in JMR in 2003 received both the Paul E. Green Award and the 2008 O'Dell Award of the AMA. The O'Dell award is given to the article published five years earlier that has made the most significant, long-term contribution to marketing theory, methodology, and/or practice. In 2007, he received the Cornell Hospitality Quarterly's best paper award for his article on customer satisfaction in the restaurant industry. Five of his other published papers have been finalists for the O'Dell award, the Paul E. Green award, and the John D.C. Little award of INFORMS.Professor Gupta served as Editor-in-Chief of the Journal of Marketing Research from 2020-2023, and as coeditor from 2016-2020. From 2014 to 2018 he was director of Cornell’s PhD program in Management. From 2010 to 2013 Professor Gupta was Johnson's Associate Dean for Academic Affairs. In that role he was responsible for recruitment and development of faculty, and for the school's research function.At Cornell, Gupta teaches a popular elective course, Data Driven Marketing, to graduate and undergraduate students, and Analytics for Demand Management in the MSBA program. He has previously taught MBA elective courses in Marketing Research and Pricing, and the Marketing Management core course in the MBA and EMBA programs. He teaches in a variety of non-degree executive education programs. In 2009, he received the Stephen Russell Distinguished Teaching Award, given by the Johnson class of 2004, at their fifth reunion. In 2007 the graduating MBA class selected him to receive the Apple Award for Teaching Excellence. Gupta is the author of eCornell's Marketing Analytics certificate and co-author of eCornell's Data Privacy Strategy certificate. He previously taught at the Kellogg School of Management at Northwestern University, where he received the Sidney Levy Award for teaching excellence and was recognized in the Dean’s four-star list on multiple occasions.Professor Gupta serves on the Board of Directors of the Aravind Eye Foundation, a 501 (c) 3 nonprofit that helps the Aravind Eye Care System spread its sustainable model of high quality, patient-centric eye care to India's rural populations and to other developing countries.",0.9987,0.191,0.003,0.807
Cornell,Vrinda Kadiyali,marketing,Full,Female,"Nicholas H. Noyes Professor of Management
Director of Graduate Studies for the Graduate Field of Management","['her', 'she']",https://www.johnson.cornell.edu/faculty-research/faculty/vk24/,1,1,"Professor Vrinda Kadiyali is Nicholas H. Noyes Professor of Management and professor of marketing and economics at the Johnson Graduate School of Management. Her research is on firms' competitive strategies. She has published in leading marketing and economics journals, such as Marketing Science, Management Science, Rand Journal of Economics, and Journal of Econometrics. She has served on editorial boards and refereed for several leading marketing and economics journals and organizations. She currently teaches the business strategy core in various programs at the Johnson Graduate School of Management. Previously, she taught courses on Internet marketing, channels of distribution, and marketing models, as well as  PhD courses.",0.4215,0.036,0.0,0.964
Cornell,Young-Hoon Park,marketing,Full,Male,Sung-Whan Suh Professor of Management,"['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/yp34/,1,0,"Professor Young-Hoon Park is Sung-Whan Suh Professor of Management and a professor of marketing at the Johnson Graduate School of Management. His expertise centers around the analysis of behavioral data to understand and forecast customer shopping and purchasing activities, and to conduct customer relationship management. His research has been published in various leading academic journals such as the Journal of Marketing Research, Management Science, Marketing Science, and Journal of the Royal Statistical Society: Series A. He was a finalist for the 2008 John D.C. Little Award for the best marketing paper published in Marketing Science or Management Science for his research on internet auctions. 

At Johnson, Park teaches in the Strategic Brand Immersion course, as well as Customer Relationship Management and Marketing Research. During 2009-2010, he was a visiting associate professor at New York University Stern School of Business. He has been recognized for exceptional teaching on multiple occasions. The 2008 graduating MBA class at Johnson selected him to receive the Apple Award for Teaching Excellence. Additionally, he taught marketing for three years at the University of Pennsylvania's Wharton School of Business, where he received the Wharton Advisory Board Outstanding Teaching Award and the Graduate Student Association Council Teaching Award.",0.9819,0.128,0.0,0.872
Cornell,Douglas M. Stayman,marketing,Associate,Male,Associate Professor,"['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/dms43/,1,1,"Professor Douglas Stayman is an associate professor at the Johnson Graduate School of Management. His teaching and research interests are in the areas of advertising and consumer decision making. He came to Johnson from the University of Texas at Austin. His research has focused on the study of emotional responses to advertising and the role of affect in decision making. His work has involved methodological and measurement issues in studying emotions. He is also interested in theoretical accounts of the effects of emotions on people's preferences. His research has been supported by grants from the Ogilvy Center for Research and Development, the Marketing Science Institute, and the American Academy of Advertising.  He is currently involved in research into the future of professional, most specifically management, education.",0.8779,0.098,0.0,0.902
Cornell,Manoj Thomas,marketing,Full,Male,"Professor
Senior Director of EMBA and MSBA Programs
Nakashimato Professor","['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/mkt27/,1,1,"Dr. Manoj Thomas is Nakashimato Professor of Marketing and Senior Director of Executive MBA and MSBA programs. Thomas is a behavioral scientist who trains MBA students and executives to be customer-centric leaders and encourages them to build meaningful and purposeful connections with customers. His lectures on consumer insights are available online through eCornell’s certificate program on Consumer Behavior. Thomas has received the Apple Award and the Stephen Russell Family Teaching Award for excellence in teaching.Thomas has published several research papers on the psychology of price evaluations. By characterizing irrational responses such as the left-digit effect, the price precision effect, and the mode of payment effect, Thomas has demonstrated the pervasive influence of heuristics and biases on price evaluations. He also studies how political identity and moral beliefs influence consumer behavior. He is the co-author of the book Why People (Don't) Buy: GO and STOP Signals. He is an associate editor for the Journal of Consumer Research.",0.8994,0.096,0.031,0.873
Cornell,Stijn M.J. van Osselaer,marketing,Full,Male,"S.C. Johnson Professor of Marketing
Area Chair for Marketing and Management Communication","['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/smv64/,1,1,"Professor Stijn van Osselaer is S.C. Johnson Professor of Marketing at the Johnson Graduate School of Management. He is the Chairperson of the Marketing and Management Communication Area at the Cornell SC Johnson College of Business and previously served as Associate Dean for Academic Affairs at the Johnson School. His research focuses on branding, customer loyalty, connecting customers with service providers, consumer groundedness, and the influences of learning, memory, and cognition in consumers' decisions. His work has appeared in the Journal of Marketing Research, Journal of Consumer Research, Journal of Marketing, and many other scientific journals. Professor van Osselaer serves on the editorial review boards of the Journal of Consumer Research, Journal of Marketing, Journal of Consumer Psychology, and International Journal of Research in Marketing, and he has twice served as an associate editor at the Journal of Consumer Research. At Johnson, Professor van Osselaer teaches the core marketing course. He previously taught at the University of Chicago's Booth School of Business, London Business School, and Rotterdam School of Management. Professor van Osselaer served as the president of the Society for Consumer Psychology, co-chaired the Association for Consumer Research's annual conference, and served as a member of this organization's board of directors.",0.5423,0.017,0.0,0.983
Cornell,Kaitlin Woolley,marketing,Associate,Female,Associate Professor,"['her', 'she']",https://www.johnson.cornell.edu/faculty-research/faculty/krw67/,1,0,"Professor Kaitlin Woolley is an Associate Professor of Marketing at the SC Johnson Cornell College of Business, where she studies questions related to consumer behavior and decision-making. Her particular expertise is within the realm of goal pursuit and motivation. Her research examines the psychological factors separating the goals consumers achieve from the goals they fail at. By uncovering new insights into the processes affecting goal pursuit, she develops and demonstrates the efficacy of interventions to increase consumers' motivation. Woolley's research is published in top journals in marketing and psychology, including the Journal of Consumer Research, the Journal of Marketing Research, the Journal of Personality and Social Psychology, and Psychological Science. Her work is regularly featured in outlets such as the Wall Street Journal, the New York Times, Harvard Business Review, and NPR. Woolley has won several awards and honors for her research, including the Early Career Award from the Society for Consumer Psychology, the Rising Star Award from the Association for Psychological Science, and the Young Scholar Award from the Marketing Science Institute. Woolley currently serves on the Editorial Review Boards for the Journal of Consumer Research and the Journal of Marketing Research. She is a two-time recipient of the Journal of Consumer Research's Outstanding Reviewer Award.At Johnson, Woolley connects with MBA students in teaching the core marketing course and an elective on customer insights. She earned a bachelor's degree magna cum laude in psychology from Cornell University. Her MBA and PhD are from the University of Chicago Booth School of Business.",0.9816,0.121,0.013,0.867
Cornell,Arielle Anderer,operations-technology-information-management,Assistant,Female,Assistant Professor,"['her', 'she']",https://www.johnson.cornell.edu/faculty-research/faculty/aea68/,1,1,"Arielle Anderer is an assistant professor of operations, technology, and information management at the Samuel Curtis Johnson Graduate School of Management. Anderer earned her PhD in operations, information, and decisions at the University of Pennsylvania’s Wharton School. Her research is primarily focused on healthcare operations, though it does have applications to other fields such as marketing. In recognition of her work in this area Arielle was awarded the 2020 Bonder Scholarship for Applied Operations Research in Health Services. She looks at designing novel adaptive algorithms so that medical professionals can better leverage data to determine efficacy or necessity of treatment. Her primary research stream works to improve the design of clinical trials.",0.9081,0.111,0.0,0.889
Cornell,Li Chen,operations-technology-information-management,Full,Male,"Professor
Emerson Professor of Manufacturing Management
Area Chair for Operations, Technology, and Information Management
Breazzano Family Term Professor of Management","['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/lc785/,1,1,"Dr. Li Chen is a Professor of Operations, Technology and Information Management and the Emerson Professor of Manufacturing Management at the Samuel Curtis Johnson Graduate School of Management at Cornell SC Johnson College of Business. He is currently serving as the Area Chair for Operations, Technology and Information Management at Cornell SC Johnson College of Business. His research interests concern supply chain management, operations strategy, and data-driven analytics. He has published research works in top journals in the operations management field, such as Management Science, Operations Research, and Manufacturing & Service Operations Management. Prior to his academic appointments, he was a cofounder and lead scientist at TrueDemand Software. Dr. Chen obtained his PhD in Management Science and Engineering from Stanford University.",0.4215,0.031,0.0,0.969
Cornell,Yao Cui,operations-technology-information-management,Assistant,Male,Assistant Professor,"['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/yc2268/,1,0,"Yao Cui is an assistant professor of operations, technology, and information management at the Samuel Curtis Johnson Graduate School of Management at Cornell University. His research interests center around operational innovation, specifically examining how new technologies can be leveraged to develop novel operations and pricing strategies in supply chains, the gig economy, and the hospitality industry. Using both analytical and empirical methodologies, his research aims to uncover innovative solutions to practical problems facing these industries. Professor Cui’s research articles have been published in leading journals such as Management Science, Manufacturing & Service Operations Management, and Production and Operations Management. His research has been recognized with several awards such as the INFORMS Service Science Section Best Student Paper Award, the INFORMS TIMES Best Working Paper Award, the Digital Supply Chain and Supplier Diversity Conference Best Paper Award, and the INFORMS Public Sector OR Best Paper Award. At Johnson, Professor Cui is the recipient of the 2020 Half Century Faculty Research Fellowship and the 2017 Clifford H. Whitcomb Faculty Fellowship. He currently serves as a Senior Editor for Production and Operations Management and an Associate Editor for Naval Research Logistics. Professor Cui teaches the operations management core course in the EMBA and MBA programs, and revenue management analytics for doctoral students. In 2023, he was named one of the 40-Under-40 Best MBA Professors by Poets&Quants. Prior to joining Johnson, he received his doctoral degree from the Stephen M. Ross School of Business at the University of Michigan and his bachelor’s degree from Department of Industrial Engineering at Tsinghua University.",0.9931,0.169,0.009,0.822
Cornell,Andrew M. Davis,operations-technology-information-management,Associate,Male,"Associate Professor
Director of the Business Simulation Laboratory","['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/amd365/,1,1,"Professor Andrew Davis is an associate professor of operations, technology, and information management, and the previous director of the Business Simulation Lab, at the Johnson Graduate School of Management. His research examines supply chains and operations management, with a particular focus on procurement, contracting, bargaining, the sharing economy, and human-algorithm interactions.  Because these settings require managerial input in practice, Professor Davis employs a behavioral methodology when investigating these problems. In particular, he conducts controlled laboratory experiments with human participants to investigate how behavioral factors affect decisions and outcomes.  His research has been published in Management Science, Manufacturing & Service Operations Management, and Production and Operations Management.  He serves as an Associate Editor for Management Science and a Senior Editor for Production & Operations Management and is a former president of the INFORMS Behavioral Operations Section.

Some of the awards that Professor Davis has received include third place in the Wickham Skinner Early Career Accomplishments Award, the Best Reviewer Award from the Production and Operations Management Society, the Best Behavioral Operations Management Working Paper from INFORMS, a finalist for the Best Public Operations Research Paper from INFORMS, the Distinguished Service Award and Meritorious Service Award from Management Science (four times), the Clifford H. Whitcomb Faculty Fellowship from the Johnson School, and Half Century Fellowship from the Johnson School. He has also been named as one of ""The World's Best 40 Under 40 Business School Professors"" by Poets and Quants.

Prior to joining Johnson in 2011, Professor Davis earned a BA in economics from Colgate University, an MBA from the Pennsylvania State University, and a PhD in supply chain management also from the Pennsylvania State University.",0.9899,0.13,0.009,0.861
Cornell,Vishal Gaur,operations-technology-information-management,Full,Male,"Professor
Anne and Elmer Lindseth Dean of the Johnson Graduate School of Management","['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/vg77/,1,0,"Vishal Gaur is the Anne and Elmer Lindseth Dean and Emerson Professor of Manufacturing Management at the Samuel Curtis Johnson Graduate School of Management in the Cornell SC Johnson College of Business. Gaur earned his PhD from the Wharton School at the University of Pennsylvania (2001), MBA from the Indian Institute of Management Ahmedabad (1995), and BTech in Computer Science and Engineering from the Indian Institute of Technology Delhi (1993).As associate dean for MBA programs from 2014 to 2019, Gaur launched the Digital Technology Immersion, in which MBA candidates and students earning their MPS in data science or applied statistics develop skills in coding, databases, and advanced analytics, and learn to leverage them to tackle challenges faced by leading companies.He also created and served as the program director for the Master of Science in Business Analytics (MSBA) program offered through eCornell, which provides working professionals a hands-on opportunity to learn about data analytics tools essential to analyzing and optimizing business decisions.Gaur’s research focuses on data-driven analysis of problems in supply chains, retailing, e-commerce, and marketplace operations, and his work was recognized with the Wickham Skinner Early Career Research Accomplishments Award from the Production and Operations Management Society in 2006. He served as a department editor for Management Science during 2014-2021, and his current projects involve the reduction of food waste and supply chain risk. He teaches graduate courses in operations management, digital business and retail operations, and data analysis.Gaur is the 2022 recipient of the Class of 1992 Apple Award for Excellence in Teaching, the 2020 recipient of the Stephen Russell Distinguished Teaching Award, and a three-time winner of the Johnson School’s Core Faculty Award, the Cornell-Tsinghua Dual Degree MBA Gravitas Award in 2021, the Johnson Cornell Tech Core Faculty Award by the graduating class of 2017, and honorable mention in the George B. Dantzig Dissertation Award Competition in 2001.Well-known among students for the care and attention he gives to his teaching, he currently teaches the Semester in Strategic Operations MBA immersion course, where students go on site visits and work on client projects in topics such as industry 4.0, traceability, and sales and operations planning.Before joining Johnson, he was an assistant professor at the NYU Stern School of Business from 2001 to 2007 and a visiting associate professor at Harvard Business School from 2007 to 2008.",0.9918,0.121,0.018,0.861
Cornell,Karan Girotra,operations-technology-information-management,Full,Male,"Charles H. Dyson Family Professor of Management
Department Editor, Management Science
Department Editor, Service Science","['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/kg488/,1,1,"Karan Girotra is Charles H Dyson Family Professor of Management and Professor of Operations, Technology and Innovation at Cornell-Tech and the Johnson College of Business at Cornell University.  Karan’s recent research and teaching is focused on the promise and perils of technology— how technology can improve how we do things, enable new business models, favor new leadership styles, and at the same time led to several excesses, and unaccounted negative externalities. He has also studied new business models and economic institutions that help reduce carbon emissions, improve urban living, manage global supply chains, and make online-retail less loss-making.Karan was one of the founding faculty of Cornell Tech and now leads Cornell Tech’s flagship studio-based education programs. He also leads the design and delivery of our executive education offerings and works closely with leaders in industry.Karan’s and his research collaborators have been recognized with multiple best paper awards and his research contributions were recognized with prestigious Wickham Skinner Early Career Research Award. His research on new business models (at the time) was summarized in the best-selling book, “The Risk Driven Business Model”. He has also won over 25 teaching awards for his teaching on entrepreneurship and new business models and was featured in the Poets and Quant’s Best 40 under 40 business professors’ lists. In addition to his academic work, Karan was one of the founders of TerraPass Inc., which the New York Times identified as one of the most noteworthy ideas of 2005. Since then, TerraPass has helped businesses and individuals reduce over hundred million tons of carbon dioxide emissions. Prior to Cornell Tech, Karan held the Paul Dubrule Sustainability Chair at INSEAD, earned a doctorate at the Wharton School and a bachelor’s degree from Indian Institute of Technology, Delhi.",0.9871,0.13,0.018,0.852
Cornell,Yi Chen,economics,Assistant,Male,"Assistant Professor
Half Century Faculty Research Fellowship, Samuel Curtis Johnson Graduate School of Management","['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/yc2535/,1,1,"Yi Chen is an Assistant Professor of Economics at Cornell University. He received his PhD of Economics at Yale University, with a focus on game theory and mechanism design. His research includes both theoretical and applied approaches to principal-agent problems, dynamic games, and organizational economics.",-0.0258,0.054,0.056,0.89
Cornell,Ori Heffetz,economics,Associate,Male,Associate Professor,"['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/oh33/,1,1,"Professor Ori Heffetz is a data-based economist, using lab and field surveys and experiments to study the psychological, social, and cultural aspects of economic behavior, well-being, and policy. Heffetz's work investigates what we can and cannot learn from economic and well-being indicators—household expenditures, the unemployment rate, or self-reported happiness—and how governments can use such data to guide policy. For example, he studies how people interpret and respond to survey questions, and how the resulting data are affected. Heffetz also studies people's economic perceptions, inferences, beliefs, and expectations, how they are related to behavior, and how policymakers can take them into account to design better policies and markets. For example, he has studied product visibility and conspicuous consumption, and how people infer quality from prices, choose relative to reference points, and respond to reminders, deadlines, menu descriptions, guarantees of data privacy, or public information about health risk.

Heffetz holds a BA in physics and philosophy from Tel Aviv University and a PhD in economics from Princeton University. He is a coauthor of a widely used Principles of Economics textbook, and has created an award-winning macroeconomics course that introduces basic concepts and tools from economic theory and applies them to current news and global events. Beyond his academic research and teaching, he advises governmental and non-governmental institutions, and writes and speaks about economic issues.",-0.1779,0.021,0.029,0.95
Cornell,Justin P. Johnson,economics,Full,Male,Deane W. Malott Professor of Management,"['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/jpj25/,1,0,"Professor Justin Johnson received his PhD in Economics from MIT and is currently the Deane W. Malott Professor of Management at the Johnson Graduate School of Management. His primary fields of interest are industrial organization and antitrust. He is past editor at both the Journal of Industrial Economics and the International Journal of Industrial Organization, and is currently an associate editor at the RAND Journal of Economics. He uses tools from economics and game theory to better understand how firms can compete and succeed in challenging environments, and what strategies they adopt to either achieve or maintain dominance in markets. Much of his research is motivated by events and issues in high-tech markets, including work on online platforms, the agency model of pricing, retail price-parity restrictions, targeted advertising and online privacy, open source software, and the anticompetitive use of algorithms. Other work examines product line choices and pricing, retail competition and loss-leading, acquihiring, mergers, and more.Professor Johnson teaches Business Strategy to Executive MBA students. On four occasions he has received the EMBA Teaching Excellence Award, voted on by graduating EMBA students and awarded to one professor. In addition to his research, academic presentations, teaching, and executive development, Professor Johnson discusses his research and its relevance to current matters of interest with governmental bodies and other parties around the world, including the US Department of Justice, the US Federal Trade Commission, the EU Directorate General for Competition, the European Commission, and the UK Competition Authority.",0.9872,0.146,0.0,0.854
Cornell,Thomas Jungbauer,economics,Assistant,Male,Assistant Professor,"['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/tj268/,1,1,"Professor Thomas Jungbauer is an Assistant Professor of Strategy & Business Economics at the Johnson Graduate School of Management. He applies economic theory to study welfare implications of allocation mechanisms like auctions or platforms in two-sided economies with prices. In addition, he is interested in the strategic effects of lying and misrepresentation in these markets. While his research primarily focuses on high-skill labor markets, his analyses extend to questions of industrial organization and entrepreneurship.In his work, Professor Jungbauer shows that wage competition in high-skill labor markets may result in an inefficient allocation of workers if firms hiring quotas are sufficiently different. He also establishes that firms may opt to delegate their bidding for different vacant positions to agents within or outside the firm as they navigate the optimal trade-off between commitment and market power. Currently, he analyzes how strategic misrepresentation such as resume padding or odometer fraud affects market outcomes.     While his work in market design first and foremost concerns specialist labor markets, he is similarly interested in other bilateral coordination problems with and without prices. One of his projects, for instance, deals with the importance of referrals for the reputation of specialists and the resulting appeal for organizations in markets in which matching is important.In another line of research, he analyzes the optimal branding strategy of firms that sell vertically differentiated product lines. Professor Jungbauer shows that consumers’ brand sensitivity affects the optimal firm policy in a non-monotonic way. Moreover, his work offers an explanation why we see firms implement different branding approaches successfully in one and the same market.His previous work in economic theory critically reviews the literature of games under fundamental uncertainty and suggests an alternative benchmark approach mirroring the concept of rationalizable strategies under risk.Professor Jungbauer teaches the Business Strategy core module at the Johnson Graduate School of Management at Cornell University in the 2-year MBA program as well as the MBA/FMBA Cornell-Tsinghua dual-degree program. He has also taught in the accelerated 1-year MBA program and the NYC Tech MBA. During his graduate studies at the Kellogg School of Management at Northwestern University he taught sessions for various classes in Economics, Statistics, and Strategy at the undergraduate, graduate, MBA, and executive level.He received his PhD in Managerial Economics and Strategy from the Kellogg School of Management at Northwestern University in 2016. He also holds Master's degrees in Managerial Economics from Northwestern University and in Economics from the Vienna Institute of Advanced Studies (IHS).",0.802,0.068,0.042,0.891
Cornell,Marcel Preuss,economics,Assistant,Male,Assistant Professor,"['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/mp2222/,1,1,"Marcel Preuss is an assistant professor of Strategy and Business Economics at the SC Johnson Graduate School of Management and Marcel holds a PhD in economics from the University of Mannheim.  His primary research interest lies in the analysis of firms’ incentives and strategies in imperfectly competitive markets, and digital markets in particular. Specifically, he studies what sellers can learn from from tracking consumers' browsing activities, and how tracking influences prices and overall industry profits. In another project, he analyzes the connection between the sharing of user data across websites and targeted advertising to understand the influence of ad exchanges in the current advertising ecosystem.In addition, he works on topics in behavioral economics, focusing on biases in decision-making and the formation of social preferences. In one of his studies, he investigates how beliefs about the role of luck for economic success are shaped by people's own experiences. Other research of his in this area addresses the effect of perceived inequality of opportunity on inequality acceptance.During his graduate studies, Marcel taught sessions for various classes in economics, including Intermediate Microeconomics and Principles of Economics to students pursuing either an economics or business degree. At Johnson, he is teaching the Business Strategy core module for full-time MBA students.",0.9545,0.1,0.013,0.887
Cornell,Michael Waldman,economics,Full,Male,Charles H. Dyson Professor of Management,"['his', 'he']",https://www.johnson.cornell.edu/faculty-research/faculty/mw46/,1,0,"Professor Michael Waldman, the Charles H. Dyson Professor of Management and professor of economics, has served on the faculty of the Samuel Curtis Johnson Graduate School of Management at Cornell University since 1991. He is widely recognized as one of his field's top researchers in the area of applied microeconomic theory, where his main fields of interest are industrial organization, labor economics, and organizational economics. In these areas, he is best known for his work on learning and signaling in labor markets, the operation of durable goods markets, and the strategic use of tying and bundling in product markets.

In addition to his work in industrial organization, labor economics, and organizational economics, Waldman has also conducted research on a diverse set of topics including the role of expectational shocks in business cycle fluctuations, the role of tied transfers in family and government decision making, how the theory of natural selection can explain systematic errors in decision making, and the ramifications of limitedly rational behavior for market outcomes.

Waldman has published in many of the top journals in economics, including the American Economic Review, Journal of Political Economy, Quarterly Journal of Economics, Review of Economic Studies, Economic Journal, Rand Journal of Economics, Journal of Law and Economics, Journal of Law, Economics, and Organization, Journal of Economic Perspectives, and Journal of Labor Economics. He has also published a number of book chapters in highly regarded outlets, including chapters in the Handbook of Labor Economics, The New Palgrave Dictionary of Economics, the American Bar Association's Issues in Competition Law and Policy, and the Handbook of Organizational Economics.

In 2003, Waldman was the recipient of the Johnson Faculty Research Award. In 2008 he, along with coauthors Dennis W. Carlton and Joshua Gans, won the Robert F. Lanzillotti Prize for the Best Paper in Antitrust Economics presented at the 2008 International Industrial Organization Conference. In 2017 he, along with coauthor Jin-Hyuk Kim, won the RERCI Best Paper Award for the best paper published in the Review of Economic Research on Copyright Issues during 2015-2016. He has also received honors for his teaching including being nominated in 2010 for the School's Apple Teaching Award, receiving the AMBA Class of 2017 Core Faculty Teaching Award, and receiving the Gravitas Teaching Award from the Cornell-Tsinghua Dual Degree MBA Program Class of 2017. 

Waldman received a Bachelor of Science in economics from MIT in 1977 and a PhD from the economics department at the University of Pennsylvania in 1982. Following a post-doctoral position at the University of California at Los Angeles in 1982-83, he was hired by the university as assistant professor in the department of economics. He was promoted by UCLA to associate professor with tenure in 1989. In 1991, he moved to Johnson as a full professor of economics. He was named to the Charles H. Dyson Chair in Management in 1997. From 2011 to 2015 Waldman's appointment at Cornell also included membership in the university's department of economics. Waldman has also visited Yale's School of Organization and Management and Chicago's Graduate School of Business, where he was the John M. Olin Visiting Professor during the 1997-98 academic year.

Waldman is listed in both the 3rd and 4th editions of Who's Who in Economics and in various editions of Marquis Who's Who in America, Marquis Who's Who in the World, Marquis Who's Who in Science and Engineering, and Marquis Who's Who in American Education. 

During his 27 years at Cornell, Waldman has served both Johnson and the university in numerous capacities. He has chaired three different MBA curriculum reviews and has served as the chair of Johnson's Faculty Policy Committee multiple times. In October 2008, Waldman began a four-year term as director of the Institute for the Advancement of Economics at Cornell. He was appointed by then Acting Provost David Harris to lead the council in its work to improve and raise the profile of the economics discipline university-wide. During the 2009-2010 academic year Provost Kent Fuchs appointed Waldman to the university's Strategic Planning Advisory Council. This was an 8 member committee consisting of faculty drawn from the various colleges at Cornell. The committee drafted a long-term strategic plan for the university that identified the goals, strategies, tactics, and metrics that will define the Cornell of the future. During the 2010-2011 academic year Provost Fuchs appointed Waldman to be the chair of a university-wide Economics Reorganization Committee, which had the charge of formulating a plan for reorganizing and improving the economics community at Cornell. The university implemented the committee's plan on July 1, 2011.  

In service to the discipline of economics and related areas, Waldman served as a co-editor at the Journal of Economic Perspectives from 2000 to 2006, served as an associate editor at the Quarterly Journal of Economics from 2000 to 2014, and since 2009 he has been an editor at the Journal of Labor Economics. He was also a member in 2004 of the American Economics Association Program Committee, in 2009 and 2013 a member of the International Industrial Organization Conference Program Committee, in 2013 a member of the Society of Labor Economists Program Committee, and in 2013 and 2017 a member of the (First and Second) Scientific Committee of the Product Lifetimes and the Environment Conference. 

Waldman has also explored whether the exploding growth in autism diagnosis rates over the last few decades can be partially explained by the existence of an environmental trigger for autism that has become more prevalent over time. He is the lead author of ""Autism Prevalence and Precipitation Rates in California, Oregon, and Washington Counties,"" which appears in the November 2008 issue of Archives of Pediatrics & Adolescent Medicine. This paper provides evidence consistent with the existence of an important environmental trigger for autism among genetically vulnerable children that is positively associated with precipitation. He is also the lead author of the 2006 National Bureau of Economic Research Working Paper, titled ""Does Television Cause Autism?,"" and the 2012 National Bureau of Economic Research Working Paper, titled ""Positive and Negative Mental Health Consequences of Early Childhood Television Watching."" These papers provide evidence consistent with the specific environmental trigger being early childhood television viewing. Waldman plans to continue conducting research on this topic.",0.9966,0.072,0.01,0.918
Dartmouth,Leslie A. Robinson,accounting,Full,Female,Professor of Business Administration,"['her', 'she']",https://www.tuck.dartmouth.edu/faculty/faculty-directory/leslie-a-robinson,1,1,"Tiona Zuzul is an Assistant Professor in the Strategy Unit. She teaches Strategy in the MBA required curriculum. Professor Zuzul studies how leaders and organizations learn and adapt in response to environmental shifts and periods of discontinuous change. Her in-depth, longitudinal field research shows that leaders’ identity and framing – how they see, interpret, and convey firm strategy – shape strategic renewal in settings from high-tech start-ups to the Federal Bureau of Investigation. 
Professor Zuzul's research has been published in journals including Administrative Science Quarterly, the Academy of Management Journal, and the Strategic Management Journal. She was awarded the Strategic Management Society's inaugural Research Methods Prize. Her dissertation was a finalist for best dissertation awards by the Entrepreneurship and the Strategy divisions at the Academy of Management, and by the Society for the Advancement of Management Studies (EGOS).  She serves on the editorial boards of Administrative Science Quarterly, Organization Science, and the Strategic Management Journal. 
Prior to joining HBS, Professor Zuzul was an Assistant Professor at the London Business School, and at the University of Washington, where she received the MBA Professor of the Quarter and PhD Faculty Mentor awards.
She received her doctorate in Strategy from Harvard Business School, MSc with Distinction from the London School of Economics, and AB with Honors from Harvard College.",0.9612,0.085,0.0,0.915
