Department,Name,URL,Title,Biography,Rank,University,Pronouns,Sex
applied-economics-and-policy,C.-Y. Cynthia Lin Lawell,https://business.cornell.edu/faculty-research/faculty/cl2447/,Associate Professor,,Associate,Cornell,[],Female
applied-economics-and-policy,Crocker H. Liu,https://business.cornell.edu/faculty-research/faculty/chl62/,Robert A. Beck Professor of Hospitality Financial Management,"Crocker H. Liu is the Robert A. Beck Professor of Hospitality Financial Management and a professor of real estate at the Cornell University School of Hotel Administration. He previously taught at New York University's Stern School of Business (1988-2006), where he was the associate director of real estate, and more recently at Arizona State University's W.P. Carey School of Business (2006-2009), where he held the McCord Chair in addition to being the director of the Center for Real Estate Theory and Practice.Professor Liu's research interests are focused on issues in real estate finance, particularly topics related to agency, corporate governance, organizational forms, market efficiency, and valuation. His research has been published in the Review of Financial Studies, Journal of Financial Economics, Journal of Business, Journal of Financial and Quantitative Analysis, Journal of Law and Economics, Journal of Financial Markets, Review of Finance, Journal of Corporate Finance, Journal of Urban Economics, Regional Science and Urban Economics, Real Estate Economics, Journal of Real Estate Finance and Economics, and the Journal of Real Estate Research. From 2001 to 2014, he was co-editor of Real Estate Economics—the top academic real estate journal—and he still serves on its editorial board. Professor Liu previously served on the editorial boards of the Journal of Real Estate Finance and Economics, Journal of Property Research, and the Journal of Real Estate Finance.Professor Liu won five teaching awards at NYU, including Undergraduate Teacher of the Year, Executive MBA in Finance Teacher of the Year, and Distinguished Teaching Fellow. He has one teaching award at Cornell. He also has won seven research awards. Professor Liu is a member of Lambda Alpha, the honorary land economics fraternity. He is a two-time recipient of the Power Player of the Year Award (2007 and 2008) bestowed by the Phoenix Business Journal.Professor Liu is the first vice president of AREUEA (American Real Estate and Urban Economic Association) and will be the president of AREUEA in 2019. Professor Liu was a professional realtor in Hawaii for a number of years (1972-2002) and was a vice president with Prudential Real Estate Investment Group (1992-1993). He has consulted with RREEF (now part of Deutsche Bank), Federal National Mortgage Association (Fannie Mae), Milliman and Robertson, and Standard and Poor's, among others. Professor Liu earned his BBA in real estate and finance from the University of Hawaii, an MS in real estate from the University of Wisconsin (under Professor James A. Graaskamp), and a PhD in finance and real estate from the University of Texas (under Professor Vijay S. Bawa).",Full,Cornell,"['he', 'he', 'he', 'his', 'he', 'he', 'he', 'he', 'he', 'he', 'his']",Male
applied-economics-and-policy,Peng (Peter) Liu,https://business.cornell.edu/faculty-research/faculty/pl333/,"Professor
Director of Peking Graduate Studies
Singapore Tourism Board Distinguished Professor in Asian Hospitality Management
Editor, Journal of Real Estate Portfolio Management","Peng Liu is a full professor of real estate and finance at Cornell University's S.C. Johnson College of Business. He has held the position of Singapore Tourism Distinguished Chair Professor in Asian Hospitality Management at the Nolan School of Hotel Administration since 2016 and became an inaugural faculty member at the Paul Rubacha Department of Real Estate in 2023. Dr. Liu is an active researcher and serves as the editor for the Journal of Real Estate Portfolio Management, an official journal of the American Real Estate Society.

Liu's research focuses on the interaction between the financial market and the real economy, with a broad interest in the valuations of real assets such as commercial real estate and commodities. Additionally, he explores topics related to hospitality management, securitization, and REITs, as well as market analysis in various industries including retail, airline, hotel, and recreational sectors. Liu has an impressive publication record in esteemed journals, including the Review of Financial Studies, Management Science, Real Estate Economics, Journal of Real Estate Finance and Economics, Journal of Banking and Finance, Journal of Empirical Finance, Tourism Management, and International Journal of Hospitality Management, among others.

Before transitioning to academia, Liu garnered valuable industry experience through his tenure at Goldman Sachs Asset Management in New York City and as a senior consultant at Deloitte Consulting in Beijing. His expertise in securitization is highly respected, particularly within the Chinese market. Presently, he holds advisory positions with esteemed organizations such as the Shenzhen Security Exchange, the China Insurance Asset Management Association, and the Global Asset Allocation and Securitization Forum.

Liu earned a Ph.D. with a co-major in Finance and Real Estate from the Haas School of Business, U.C. Berkeley. He also holds a master's degree in financial economics from Peking University and a bachelor's degree in engineering from Tsinghua University, China.",Full,Cornell,"['he', 'he', 'his', 'his', 'he', 'he']",Male
applied-economics-and-policy,Aleksandr Michuda,https://business.cornell.edu/faculty-research/faculty/am2497/,Assistant Research Professor,,Assistant,Cornell,[],Male
applied-economics-and-policy,Ariel Ortiz-Bobea (on leave),https://business.cornell.edu/faculty-research/faculty/ao332/,Associate Professor,"Ariel Ortiz-Bobea is an applied economist with interests in agricultural, resource and development economics. At present, his research program is broadly focused on agricultural sustainability issues with particular emphasis on the statistical and econometric evaluation of climate change impacts on agriculture and other sectors of the economy.",Associate,Cornell,['his'],Male
applied-economics-and-policy,Prabhu Pingali,https://business.cornell.edu/faculty-research/faculty/plp39/,Professor,"Prabhu Pingali is a professor in the Charles H. Dyson School of Applied Economics and Management at Cornell University, with a joint appointment in the Division of Nutritional Sciences and Department of Global Development. Professor Pingali is the founding director of the Tata-Cornell Institute for Agriculture and Nutrition (TCI). Prior to joining Cornell, he was the deputy director of the Agricultural Development Division of the Bill and Melinda Gates Foundation, from 2008 to May 2013. He was director of the UN Food and Agriculture Organization's Agriculture and Development Economics Division from 2002-2007.In addition, he worked with the CGIAR for 15 years from 1987-2002, first with IRRI in the Philippines and then with CIMMYT in Mexico. Dr. Pingali is a Fellow in the American Association for the Advancement of Science, a member in the U.S. National Academy of Sciences, and an AAEA Fellow. He has over four decades of experience working with some of the leading international agricultural development organizations as a research economist, development practitioner and senior manager. Pingali has written 13 books and over 120 refereed journal articles and book chapters on food policy.",Full,Cornell,"['he', 'he', 'he', 'he']",Male
applied-economics-and-policy,Eswar Prasad (on leave),https://business.cornell.edu/faculty-research/faculty/esp54/,Nandlal P. Tolani Senior Professor of International Trade Policy,"Eswar Prasad is the Nandlal P. Tolani Senior Professor of Trade Policy and professor of economics at the Charles H. Dyson School of Applied Economics and Management at Cornell University. He is also a Senior Fellow at the Brookings Institution, where he holds the New Century Chair in International Economics, and a research associate at the National Bureau of Economic Research. He was previously chief of the Financial Studies Division in the IMF's research department and, before that, was the head of the IMF's China division. Eswar Prasad received his PhD from the University of Chicago. His research has spanned a number of areas, including labor economics, business cycles, and open economy macroeconomics. His extensive publication record includes articles in numerous collective volumes and top academic journals. He has co-authored or edited several books and monographs on financial globalization, China, and India. His current research interests include the macroeconomics of globalization, the relationship between growth and volatility, and the Chinese and Indian economies. He has contributed op-ed articles to the Financial Times, Harvard Business Review, International Herald Tribune, New York Times, Wall Street Journal, and Washington Post. He has testified on multiple occasions before the Senate Finance Committee, House of Representatives Committee on Financial Services, and the U.S.-China Economic and Security Review Commission.",Full,Cornell,"['he', 'he', 'he', 'his', 'his', 'his', 'he', 'his', 'he', 'he']",Male
applied-economics-and-policy,Daniel Quan,https://business.cornell.edu/faculty-research/faculty/dq22/,Robert C. Baker Professor in Real Estate,"Daniel Quan joined the School of Hotel Administration as an associate professor of financial management in the fall of 1999, and in January 2007 he became a full professor. His teaching and research interests include real estate and real estate finance, with a special emphasis on securitization and structured finance. Prior to his Cornell appointment, Quan was the chief mortgage economist at the Board of Governors of the Federal Reserve in Washington, D.C. He was responsible for monitoring and reporting on all matters relating to both the primary and the secondary mortgage markets for both the residential and the commercial sector. Before joining the Federal Reserve Board, he held academic appointments at the University of Texas, Austin's McComb School of Business, UCLA's Anderson School of Business, University of British Columbia, and Uppsala University. Quan attended the University of British Columbia, the London School of Economics, and the University of California at Berkeley, where he received his PhD in business administration in finance and real estate. He serves on the editorial boards of several academic journals and is a board of director member for the Asian Real Estate Society. His publications include papers on auction theory, international performance of commercial real estate, role of information in real estate markets, and the pricing and hedging of risk in the hospitality industry.",Full,Cornell,"['he', 'his', 'his', 'he', 'he', 'he', 'his', 'he', 'his']",Male
applied-economics-and-policy,Bradley Rickard,https://business.cornell.edu/faculty-research/faculty/bjr83/,"Professor
Co-Editor, Journal of Wine Economics","Bradley Rickard is a professor of food and agricultural economics in the Charles H. Dyson School of Applied Economics and Management. His teaching and research focus on the economic implications of policies, innovation, and industry-led initiatives in food and beverage markets. Results from his research have been highlighted by various media outlets including Buffalo News, The Economist, Freakonomics.com, National Public Radio, The Wall Street Journal, Washington Post, and Wine Spectator. He also serves as an editor for the Journal of Wine Economics.",Full,Cornell,"['his', 'his', 'he']",Male
applied-economics-and-policy,Stuart Rosenthal,https://business.cornell.edu/faculty-research/faculty/sr784/,"Professor
Chair of the Paul Rubacha Department of Real Estate
Co-Managing Editor, Journal of Urban Economics","Stuart S. Rosenthal comes to Cornell from Syracuse University, where he was the Maxwell Advisory Board Professor of Economics and senior research associate at the university's Center for Policy Research. Rosenthal's work covers many aspects of the economics of cities, including housing and mortgage markets, local tax policy, spatial patterns of productivity, and land use and costs. He serves on the editorial boards of a number of academic journals and has been a co-managing editor of the Journal of Urban Economics since 2007. His papers have appeared in the American Economic Review, Review of Economics and Statistics, Journal of Economic Perspectives, Journal of Urban Economics, and Real Estate Economics. Rosenthal’s knowledge and expertise has advanced critical discourse related to real estate markets from multiple perspectives, making him particularly well-suited to lead and shape real estate education at Cornell. Rosenthal is a Fellow of the Homer Hoyt School of Advanced Studies in Real Estate and Urban Economics and the Regional Science Association International (RSAI). He has served on the council for the Urban Economics Association, the Board of Directors of the American Real Estate and Urban Economics Association (AREUEA), and as an executive officer of AREUEA from 2013–2015. From 2017–2021, Rosenthal served as Chair of the Syracuse Department of Economics. In 2013, he received the RSAI Walter Isard Award for Scholarly Achievement. Rosenthal holds a Ph.D. in economics from the University of Wisconsin-Madison and a B.A. in economics from Bowdoin College.",Full,Cornell,"['he', 'he', 'his', 'he', 'he']",Male
applied-economics-and-policy,Ivan Rudik (on leave),https://business.cornell.edu/faculty-research/faculty/ir229/,Associate Professor,,Associate,Cornell,[],Male
applied-economics-and-policy,Todd M. Schmit,https://business.cornell.edu/faculty-research/faculty/tms1/,"Professor
Faculty Director, Agribusiness and Rural Development Program
Faculty Director, Cooperative Enterprise Program","Todd Schmit’s research surrounds agribusiness management and domestic agricultural economic development. The majority of his research focuses on identifying strategies to improve agribusiness performance and the consideration of agriculturally based inter-industry linkages to enhance the efficacy of policies targeted to rural development. In particular, he considers how alternative management and marketing practices by agribusiness firms affect firm performance and how performance can be improved through the adoption of alternative business structures and strategies. Linkages between firm performance, industry development, and how various firm, spatial, and market factors interact are explicitly considered. He also considers how a better understanding of firm behavior and market conditions leads to more effective agricultural industry development policies. The importance of localized inter-industry linkages and spatial characteristics (market, physical, and sociodemographic) are explicitly considered to better understand the efficacy of place-based development policies and why more general policies can lead to differential outcomes at local levels. Areas of expertise include local & regional food systems performance, cooperative business management & governance, and agricultural rural development.Dr. Schmit’s research involves analyses that not only have a disciplinary focus, but also facilitate effective outreach as a supporting role to his extension programming. The majority of his programming focuses on delivering trainings and resource materials to practitioners that develop new skill sets to improve firm performance (directed to farms, cooperatives, and other agribusinesses) and to improve the efficacy of policies and strategies targeted to rural development (directed to public policy and economic development officials). He leads two major extension programs: the Cornell Agribusiness and Rural Development Program (ARDP) and the Cornell Cooperative Enterprise Program (CEP). His efforts involve major educational programming events each year, but they also facilitate effective dissemination of his research through multiple outlets. In so doing the extension programs effectively link with and are mutually supportive to my research areas of expertise. His research is intentionally focused on extension stakeholder issues and that have practical significance and application at firm and policy levels. In this way, his research informs and is informed by his extension programming activity.",Full,Cornell,"['his', 'he', 'he', 'his', 'his', 'he', 'his', 'his', 'his', 'his', 'his']",Male
applied-economics-and-policy,Heather Schofield,https://business.cornell.edu/faculty-research/faculty/hws44/,Assistant Professor,,Assistant,Cornell,[],Female
applied-economics-and-policy,Alexei Tchistyi,https://business.cornell.edu/faculty-research/faculty/avt33/,Associate Professor,"Alexei Tchistyi is an Associate Professor of Real Estate and Richard J. and Monene P. Bradley Director of Graduate Studies. Alexei received his Ph.D. in Business from the Stanford Graduate School of Business in 2005. Before joining Cornell University in 2020, he was an Assistant Professor of Finance at the New York University Stern School of Business (2005-2008), an Assistant Professor of Real Estate at the UC Berkeley Haas School of Business (2008-2014), where he also served as a Co-Chair of the Fisher Center for Real Estate and Urban Economics (2012-2014), and an Associate Professor of Finance and Director of the Office of Real Estate Research at the University of Illinois at Urbana-Champaign (2014-2020). Alexei’s research focuses on various topics related to real estate finance and corporate finance: mortgage design, asset-backed securities, banking regulations, dynamic contracting, and executive compensation.  His papers have been published in The Review of Financial Studies, The Journal of Financial Economics, The Journal of Finance, and The Journal of Financial and Quantitative Analysis.",Associate,Cornell,"['his', 'he', 'he', 'his']",Male
applied-economics-and-policy,Calum Turvey,https://business.cornell.edu/faculty-research/faculty/cgt6/,"W.I. Myers Professor of Agricultural Finance
Director, MS Program for the Charles H. Dyson School of Applied Economics and Management","Calum Turvey is W. I. Myers Professor of Agricultural Finance at the Charles H. Dyson School of Applied Economics and Management. He received his PhD from Purdue University in 1988, after which he joined the faculty of Agricultural Economics and Business at the University of Guelph, obtaining the rank of professor. In 2002 he joined the faculty of the Rutgers Department of Agricultural, Food and Resource Economics as professor and director of the university's Food Policy Institute and chair from 2003-2005. In 2005 he joined the Dyson School in his current post as  W.I. Myers Professor of Agricultural Finance. He is the editor of Agricultural Finance Review and conducts research in the area of agricultural finance, risk management and agricultural policy.",Full,Cornell,"['he', 'his', 'he', 'he', 'he', 'his', 'he']",Male
applied-economics-and-policy,Christopher A. Wolf,https://business.cornell.edu/faculty-research/faculty/caw364/,"E. V. Baker Professor of Agricultural Economics
Director of Land Grant Affairs",,Full,Cornell,[],Male
applied-economics-and-policy,Wendong Zhang,https://business.cornell.edu/faculty-research/faculty/wz384/,Assistant Professor,"Dr. Wendong Zhang is an Assistant Professor and Extension Economist in the Dyson School of Applied Economics and Management, SC Johnson College of Business at Cornell University. His research seeks to better understand the interplay between agriculture and the environment, farmland market, and Chinese agriculture.Dr. Zhang is currently Faculty Affiliate at Cornell Center for China Economic Research (CICER), Faculty Fellow at Cornell Atkinson Center for Sustainability, and was selected as 2022-2023 Global Public Voices Fellow at Cornell Einaudi Center for International Studies.Dr. Zhang is currently an Associate Editor of American Journal of Agricultural Economics as well as the Journal of Soil and Water Conservation. His research and extension program has also won awards such as the AAEA Bruce Garner Memorial Prize for Applied Policy Analysis Award and the AAEA 2021 Winner of the Distinguished Extension/Outreach Program Award for Individuals with Less than Ten Years’ Experience. Dr. Zhang received his Ph.D. in Agricultural, Environmental and Development Economics from the Ohio State University in July 2015, and he also holds a BSc in Environmental Science from Fudan University in China. Prior to Cornell, he was an Associate Professor in the Department of Economics at Iowa State University, where he is a Faculty Collaborator at the Center for Agricultural and Rural Development (CARD).",Assistant,Cornell,"['his', 'his', 'his', 'he', 'he', 'he']",Male
applied-economics-and-policy,Jinhua Zhao,https://business.cornell.edu/faculty-research/faculty/jz638/,"Professor
David J. Nolan Dean of the Charles H. Dyson School of Applied Economics and Management","Jinhua Zhao is a professor and the David J. Nolan Dean at the Charles H. Dyson School of Applied Economics and Management, Cornell University. Before joining Dyson, he was a professor of economics and director of the Environmental Science and Policy Program at Michigan State University. He was a co-editor of the Journal of Environmental Economics and Management and served on the editorial councils of JEEM and the Review of Development Economics, and is on the editorial committees of Review of Environmental Economics and Policy, Annual Review of Resource Economics and Frontier of Economics in China. He served on the Environmental Economics Advisory Committee of the US Environmental Protection Agency’s Science Advisory Board as well as the Air, Climate and Energy Committee of EPA’s Board of Scientific Counselors. He conducts research in the broad area of environmental and resource economics, with special interests in global climate change, renewable energies, water, technology adoption, dynamic decision making under uncertainty, and applied microeconomics in general. He also has research interests in China’s environment, including government regulation and individual behavior, environmental valuation and payment for ecosystem services. His publications have appeared in, among others, the Economic Journal, International Economic Review, Journal of Economic Theory, Journal of Public Economics, JEEM and American Journal of Agricultural Economics. His research projects have been funded by US National Science Foundation, US Department of Agriculture, and US EPA.",Full,Cornell,"['he', 'he', 'he', 'he', 'he', 'his', 'his']",Male
applied-economics-and-policy,Harry de Gorter,https://business.cornell.edu/faculty-research/faculty/hd15/,Professor,"Harry de Gorter, a professor at the Charles H. Dyson School of Applied Economics and Management, teaches and conducts research on the applied welfare economics and political economy of agricultural policy and trade. Much of his recent work has been on biofuels and agricultural trade reform and the Doha Development Agenda, especially the impact of subsidies and protection on developing countries. His research is both theoretical and empirical, with direct policy implications for governments, international institutions, and non-governmental organizations. Prior to Cornell, he was on faculty at the University of Guelph Ontario and worked for the International Trade Policy Division of Agriculture and Agri-Food Canada in Ottawa. He has long been actively involved in advising many governments and international organizations on issues related to agriculture trade policy and renewable energy, including the World Bank, OECD, IMF, WTO, UNCTAD, Inter-American Development Bank, UN-FAO Rome, California Air Resources Board, EU Commission; USAID; Government of Canada; UNICA Sao Paulo; ICONE Sao Paulo; Cato Institute, UNIGRAINS Paris, Kraft Foods International, ICTSD, and the Swedish International Development Agency.",Full,Cornell,"['his', 'his', 'he', 'he']",Male
applied-economics-and-policy,Jon Conrad,https://business.cornell.edu/faculty-research/faculty/jmc16/,Professor Emeritus,"Jon M. Conrad is professor of resource economics emeritus in the Charles H. Dyson School of Applied Economics and Management at Cornell University. He earned his PhD in economics from the University of Wisconsin, Madison in 1973. From 1973 through 1977 he was an assistant professor at the University of Massachusetts, Amherst. He joined the faculty at Cornell University in 1978. He has had visiting appointments at the University of British Columbia and the University of California, Berkeley. He is co-author, with Colin Clark, of Natural Resource Economics: Notes and Problems, (Cambridge University Press, 1987), and sole author of Resource Economics, Second Edition (Cambridge University Press, 2010). He has published articles in the Journal of Political Economy, the Quarterly Journal of Economics, Resource and Energy Economics, Ecological Economics, Land Economics, and the Journal of Environmental Economics and Management. His research focus has been on the application of methods for dynamic optimization to the management of natural resources.",Emeritus,Cornell,"['he', 'his', 'he', 'he', 'he', 'he', 'he', 'his']",Male
applied-economics-and-policy,Jack Corgel,https://business.cornell.edu/faculty-research/faculty/jc81/,Professor Emeritus,"Jack Corgel is a professor emeritus in the School of Hotel Administration at Cornell University. He previously held the Robert C. Baker Chair (Professorship) in Real Estate at the Cornell University School of Hotel Administration and the position of the director of graduate studies for the Baker Program in Real Estate. He was the first director of the Center for Hospitality Research at SHA. After receiving undergraduate and PhD degrees from the University of Georgia in real estate and corporate finance, he held faculty positions in several business schools at major universities before joining Cornell. Corgel serves as senior advisor to CBRE Hotels Research, where he helps the firm develop products for the hotel industry based on property-level financial and real estate performance information, including Hotel Horizons econometric forecast of U.S. hotel market performance.

Corgel has published nearly 100 articles in academic and professional journals, mainly on the subjects of real estate finance, investment, valuation, and hospitality real estate. His research has appeared in the most prestigious journals in real estate (Real Estate Economics), urban economics (Journal of Urban Economics), insurance (Journal of Risk and Insurance), business law (Journal of the American Business Law Association), and hospitality management (Cornell Hospitality Quarterly and International Journal of Hospitality Management). In addition, he has written for nearly every national journal read by real estate professionals. His textbook, Real Estate Perspectives (with Smith and Ling), was used throughout the nation for introductory real estate courses. He co-edited and wrote chapters for The Cornell School of Hotel Administration on Hospitality: Cutting Edge Thinking and Practice. Corgel's current research interests include the relationship between the macro-economy and hotel markets and real estate price and capitalization rate analyses.",Emeritus,Cornell,"['he', 'he', 'he', 'he', 'his', 'he', 'his', 'he']",Male
applied-economics-and-policy,David R. Lee,https://business.cornell.edu/faculty-research/faculty/drl5/,"Professor Emeritus
Cornell University Faculty Trustee","David R. Lee is international professor in the Charles H. Dyson School of Applied Economics and Management, and Provost's Fellow for Internationalization in the Office of the Vice Provost for International Affairs at Cornell University. He received his BA degree from Amherst College and MA and PhD degrees from the University of Wisconsin-Madison. His research focuses mainly on the interface between economic development, agriculture, and the environment, including food security, sustainable agriculture, technology adoption, environmental services, climate change, and agricultural and environmental policy. He has conducted research or consulted in nearly 30 countries, principally in Latin America, but also in Sub-Saharan Africa, the Middle East, and South Asia. He has served as a visiting economist in the Food and Agricultural Organization of the United Nations (Rome), in the chief economist's office of the U.S. Agency for International Development (Washington, DC) and in the Economic Research Service of USDA (Washington, DC); as a visiting fellow at the Fondazione Luigi Einaudi in Turin, Italy; and as a visiting professor at universities in Italy, the Netherlands, Venezuela, and Honduras. Prof. Lee teaches a university-wide undergraduate course, ""International Trade and Finance,"" and a graduate course, ""Natural Resources and Economic Development."" He has served as an economic consultant and technical advisor for many organizations, including the World Bank, FAO, USAID, UNDP, the Rockefeller Foundation, and the Bill and Melinda Gates Foundation. In both 2007 and 2011, Prof. Lee was a co-recipient of the World Bank's ""Green Award,"" awarded annually by the Environment Sector Board of the World Bank to recognize excellence in addressing environmental and sustainability concerns in the bank's country programs around the world.",Emeritus,Cornell,"['he', 'his', 'his', 'he', 'he', 'he']",Male
applied-economics-and-policy,Jura Liaukonyte,https://business.cornell.edu/faculty-research/faculty/jl2545/,Associate Professor,"Professor Liaukonyte's current research interests lie in uncovering actionable marketing insights from Big Data, quantifying the impact of advertising, information, or social media movements on consumer choice, understanding the implications of food labels, and integrating behavioral economics into choice models. Her award-winning work has been published in leading quantitative marketing and economics journals such as Marketing Science, Management Science, and RAND Journal of Economics. Additionally, her research has garnered attention from media outlets like the Wall Street Journal, the Washington Post, CNN, Bloomberg, and the New York Times.Professor Liaukonyte holds the role of Associate Editor of the Journal of Marketing Research and serves on the editorial board for Marketing Science. She is a co-organizer of an international conference on the economics of advertising, which draws researchers working on advertising topics at the intersection of marketing and economics. Professor Liaukonyte teaches courses on the economics of advertising and strategic pricing, as well as a Ph.D. class on quantitative methods. She has received multiple teaching awards, including the recent ""50 Best Undergraduate Business School Professors"" award by Poets & Quants.",Associate,Cornell,"['her', 'her', 'she', 'she']",Female
applied-economics-and-policy,Andrew Novakovic,https://business.cornell.edu/faculty-research/faculty/amn3/,E. V. Baker Professor of Agricultural Economics Emeritus,"Andrew Novakovic is the E.V. Baker Professor of Agricultural Economics Emeritus at the Charles H. Dyson School of Applied Economics and Management. His interests and expertise are in understanding the economics of agricultural and food product markets, with a particular focus on dairy foods. This includes the economics of market coordination and pricing, the operation of food processing and marketing firms, and the economic regulation of marketing and pricing activities.Although no longer actively engaged in research and teaching activities, he remains professionally active through interactions with industry and government.  Since 2022 he has been employed as an expert consultant with the U.S. Department of Agriculture.",Emeritus,Cornell,"['his', 'he', 'he']",Male
applied-economics-and-policy,William Schulze,https://business.cornell.edu/faculty-research/faculty/wds3/,"Professor Emeritus
Co-Director, Center for Behavioral Economics and Decision Research","William Schulze is Robinson Professor in Applied Economics and Management at the Charles H. Dyson School of Applied Economics and Management. Professor Schulze specializes in behavioral, public, energy and environmental economics. Early in his career he focused on theoretical issues in the new field of environmental and resource economics, including efficient ways to regulate emissions and management of non-renewable resources. Later as the field matured, his work focused on ways to measure the benefits and costs of environmental improvement. This empirical research revealed that many of the underlying assumptions of economic theory were inconsistent with actual behavior when people faced risks or situations involving loss. He then turned to the laboratory using methods from experimental and behavioral economics to attempt to develop a basic understanding of human behavior essential to improving economic policy and institutions.",Emeritus,Cornell,"['his', 'he', 'his', 'he']",Male
applied-economics-and-policy,Loren Tauer,https://business.cornell.edu/faculty-research/faculty/lwt1/,Professor Emeritus,"Loren Tauer joined the faculty of Cornell University after completing his Ph.D. and serving as an Instructor at Iowa State University. His appointment at Cornell has involved research, teaching, and extension in the areas of agricultural production and finance. His research has appeared in over 100 journal articles and he has written numerous extension bulletins and articles. He has taught the graduate course in production economics at Cornell for many years, introducing production economics knowledge to over 900 graduate students. Other courses taught include agriculture finance at both the undergraduate and graduate levels, business risk analysis, international agribusiness field trips, and undergraduate econometrics. He served two separate terms as the Director of Graduate Studies, and served as Department Chair of Applied Economics and Management. He was the first David J. Nolan Director of the Charles H. Dyson School of Applied Economics and Management at Cornell. He served as the editor of Agricultural and Resource Economics Review and as president of the Northeast Agricultural and Resource Economics Association, where he is an Honorary Member and Fellow.",Emeritus,Cornell,"['his', 'his', 'his', 'he', 'he', 'he', 'he', 'he', 'he']",Male
applied-economics-and-policy,Jan deRoos,https://business.cornell.edu/faculty-research/faculty/jad10/,Associate Professor Emeritus,"Jan A. deRoos retired from Cornell University in June of 2021 and is the HVS Professor emeritus of Hotel Finance and Real Estate at the Cornell SC Johnson College of Business and a former NAIOP Faculty Fellow. He is a world expert in commercial real estate, with a focus on the treatment of lodging as a financial asset: hotel investment decisions, hotel valuation, and hotel asset management. Work includes an acclaimed eCornell online certification in hotel real estate, the Hotel Valuation Software with Stephen Rushmore of HVS, the seminal academic work on hotel management agreements and a deep stream of scholarship on hotel real estate matters.

During his Cornell career, deRoos founded the Cornell's Center for Real Estate & Finance, Cornell's Minors in Real Estate, was founding dean of the Cornell?Nanyang University (Singapore) partnership and has taught in degree programs and executive programs across the globe. He was Academic Director of the Cornell?VinUniversity Project, a collaboration with the University of Pennsylvania to assist with the creation of Vietnam's first private non?profit university. He was very active in curricular design at Cornell and for a host of hospitality management schools. Prior to joining Cornell, deRoos worked as a construction and engineering manager. His degrees are from Cornell University; a PhD focused on Hotel Real Estate and Law, a MS in Hotel Engineering (Mechanical), and a BS in Hotel Administration. Hobbies include cooking and outdoor activities.",Emeritus,Cornell,"['he', 'his', 'he', 'he', 'his']",Male
finance,Jawad M. Addoum,https://business.cornell.edu/faculty-research/faculty/jma369/,Associate Professor,"Jawad M. Addoum is an associate professor of finance in the SC Johnson College of Business at Cornell University. Professor Addoum's research focuses on portfolio choice, empirical asset pricing, and behavioral finance. His current work examines the determinants of investment decision-making among individual and institutional investors, as well as the effects of investor behavior on stock returns. Professor Addoum's research also contributes to the emerging field of climate finance and has been published in leading academic journals, including the Journal of Finance, Review of Financial Studies, Journal of Financial Economics, Review of Economics and Statistics, and Management Science.Professor Addoum earned a PhD in finance at Duke University's Fuqua School of Business. He completed his undergraduate degree in mathematics and statistics at the University of Waterloo, where he was awarded Dean's Honors. He also holds an undergraduate degree in finance from the Lazaridis School of Business and Economics at Wilfrid Laurier University, where he was a President's Centennial Scholar.",Associate,Cornell,"['his', 'he', 'his', 'he', 'he', 'he']",Male
finance,Warren B. Bailey,https://business.cornell.edu/faculty-research/faculty/wbb1/,"Professor
Co-Editor, Journal of Financial Services Research
Krause Faculty Fellow in Real Estate Management, SC Johnson College of Business","Professor Warren Bailey's interests include international finance, international securities markets, and investments. He is a professor of finance at the Johnson Graduate School of Management and has a special interest in emerging capital markets, particularly in Asia. He has been featured and quoted extensively in the financial and mainstream press, including The New York Times, The Economist, and The Far Eastern Economic Review, and television interviews on CNN-FN and CNBC. He is a co-editor of The Journal of Financial Services Research and an associate editor of The Journal of Financial and Quantitative Analysis and The Pacific Basin Finance Journal. He received the Class of 1992 Award for Teaching Excellence and the Stephen Russell Distinguished Teaching Award in 1999.",Full,Cornell,"['he', 'he', 'he', 'he']",Male
finance,Matthew Baron,https://business.cornell.edu/faculty-research/faculty/mdb327/,Assistant Professor,"Professor Baron studies banking and financial crises. His main research agenda explores the causes and consequences of financial crises throughout history. Other published work explores the effects of inflation on the banking sector, bank capitalization, investors’ neglect of crash risk in the run-up to financial crises, and the effects of credit cycles on asset prices. Professor Baron’s published work has appeared in a variety of academic journals such as the Quarterly Journal of Economics, the Journal of Financial Economics, and the Review of Financial Studies. He is currently working on several new research projects on the dynamics of financial crises, the aftermath of credit booms, and the mispricing of tail risk by investors throughout history, in addition to writing an encyclopedia of the history of financial crises (along with coauthors at the European Central Bank and University of Melbourne). Professor Baron teaches MBA-level Investment and Portfolio Management and Behavioral Finance at the Johnson Graduate School of Management, along with co-teaching sections for the Cornell-Tsinghua Executive MBA program and for Johnson’s finance PhD program. He has advised or co-advised a variety of students, including PhD students, postdoctoral fellows, and full-time research assistants, who have subsequently placed at top academic institutions and central banks around the world. His research has been featured in the New York Times, the Wall Street Journal, Bloomberg Businessweek, and other media outlets. His research is funded by grants from the Institute for New Economic Thinking (INET), the Governor’s Woods Foundation, the Cornell Center for Social Sciences, and the Einaudi Center for International Studies. He has served as a visiting researcher at the New York Fed, the Federal Reserve Board, and the Commodity Futures Trading Commission. Professor Baron received a Ph.D. in Economics from Princeton University and a B.S. in Mathematics from Yale University.",Assistant,Cornell,"['his', 'he', 'he', 'his', 'his', 'he']",Male
